관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 영등포구,"시흥대로173길 13,영림초교~LG신대림 자이APT 1단지 주차장 출입구앞",대림2동 1121 LG신대림 자이APT 1단지 주차장 출입구앞,생활방범,4,,360도 전방면,30,Nov-12,02-2670-4067,37.48675264,126.9027204,2020-05-06
서울특별시 영등포구,"도림천로21길 23-1,삼거리앞",대림2동 992-19 삼거리앞,생활방범,3,,360도 전방면,30,Dec-13,02-2670-4067,37.48776989,126.9026228,2020-05-06
서울특별시 영등포구,대림로 133,대림2동 832-14,생활방범,3,,360도 전방면,30,Nov-12,02-2670-4067,37.49326559,126.9011013,2020-05-06
서울특별시 영등포구,디지털로 357,대림2동 1080-17,교통단속,3,,360도 전방면,30,Nov-12,02-2670-4067,37.48960558,126.9001738,2020-05-06
서울특별시 영등포구,디지털로 344,대림2동 1082-6,교통단속,3,,360도 전방면,30,Dec-14,02-2670-4067,37.48847792,126.8989974,2020-05-06
서울특별시 영등포구,"대림로 149,삼거리앞",대림2동 709-5 삼거리앞,교통단속,4,,360도 전방면,30,Dec-14,02-2670-4067,37.49412691,126.9002938,2020-05-06
서울특별시 영등포구,"도림천로21길 19,사거리앞",대림2동 992-20 사거리앞,교통단속,5,,360도 전방면,30,Nov-12,02-2670-4067,37.48708839,126.902045,2020-05-06
서울특별시 영등포구,대림로 85,대림2동 990-45,교통단속,4,,360도 전방면,30,Dec-13,02-2670-4067,37.48982308,126.9046133,2020-05-06
서울특별시 영등포구,"도림로 154,대로변앞",대림2동 709-1,교통단속,4,,360도 전방면,30,Feb-06,02-2670-4067,37.4940978,126.8989504,2020-05-06
서울특별시 영등포구,"디지털로56길 2,삼거리앞",대림2동 1032-10 삼거리앞,교통단속,3,,360도 전방면,30,Feb-06,02-2670-4067,37.49093204,126.9017592,2020-05-06
서울특별시 영등포구,도림로 136,대림2동 1050-1,교통단속,3,,360도 전방면,30,Feb-06,02-2670-4067,37.4931404,126.8974686,2020-05-06
서울특별시 영등포구,"도림로47길 28,원지어린이공원1",대림3동 690 원지어린이공원1,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.4981509,126.8993231,2020-05-06
서울특별시 영등포구,"도림로47길 28,원지어린이공원2",대림3동 690 원지어린이공원2,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.49816751,126.8997989,2020-05-06
서울특별시 영등포구,"대림로35길 7,동심어린이공원1",대림3동 742 동심어린이공원1,생활방범,1,,360도 전방면,30,Jan-09,02-2670-4067,37.49871966,126.8970732,2020-05-06
서울특별시 영등포구,"도신로 1,대림유수지1",대림3동 611 대림유수지1,생활방범,1,,360도 전방면,30,Feb-11,02-2670-4067,37.50492067,126.8948559,2020-05-06
서울특별시 영등포구,"도신로 1,대림유수지2",대림3동 611 대림유수지2,생활방범,1,,360도 전방면,30,Dec-11,02-2670-4067,37.50471237,126.8943063,2020-05-06
서울특별시 영등포구,"도림로57길 6,근처 산성어린이공원1",대림3동 752-60 인근 산성어린이공원1,생활방범,1,,360도 전방면,30,Jan-12,02-2670-4067,37.49707754,126.9025586,2020-05-06
서울특별시 영등포구,"대림로29길 19,두암어린이공원1",대림3동 714-3 앞 두암어린이공원1,생활방범,1,,360도 전방면,30,Jan-12,02-2670-4067,37.49536587,126.897442,2020-05-06
서울특별시 영등포구,"가마산로47길 13,신우어린이공원1",대림3동 657 신우어린이공원1,생활방범,1,,360도 전방면,30,Jan-05,02-2670-4067,37.50346491,126.8990507,2020-05-06
서울특별시 영등포구,"가마산로47길 13,신우어린이공원2",대림3동 657 신우어린이공원2,생활방범,1,,360도 전방면,30,Jan-09,02-2670-4067,37.50312759,126.8991449,2020-05-06
서울특별시 영등포구,대림로35나길 19-1,대림3동 738-14,생활방범,1,,360도 전방면,30,Jan-09,02-2670-4067,37.49694976,126.897647,2020-05-06
서울특별시 영등포구,"가마산로34길 19-1,삼거리앞",대림3동 737-16 삼거리앞,생활방범,1,,360도 전방면,30,Jan-05,02-2670-4067,37.49724379,126.8969245,2020-05-06
서울특별시 영등포구,대림로29가길 17,대림3동 733-3,생활방범,1,,360도 전방면,30,Dec-15,02-2670-4067,37.49665251,126.8966028,2020-05-06
서울특별시 영등포구,"도림로47가길 15,삼거리앞",대림3동 746-24 삼거리앞,생활방범,1,,360도 전방면,30,Dec-15,02-2670-4067,37.49776414,126.9012377,2020-05-06
서울특별시 영등포구,도림로47나길 22,대림3동 746-1,생활방범,1,,360도 전방면,30,Dec-15,02-2670-4067,37.49841819,126.9002844,2020-05-06
서울특별시 영등포구,대림로34아길 6,대림3동 678-14,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.50040185,126.9008271,2020-05-06
서울특별시 영등포구,"대림로34마길 1,삼거리앞",대림3동 685-8 삼거리앞,생활방범,2,,360도 전방면,30,Sep-11,02-2670-4067,37.49947742,126.9006099,2020-05-06
서울특별시 영등포구,"도림로47가길 16-6,삼거리앞",대림3동 754-15 삼거리앞,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.49754268,126.9013192,2020-05-06
서울특별시 영등포구,대림동 780 농구장편 관리사무소 진입로,대림3동 780 농구장편 관리사무소 진입로,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.49948586,126.8940583,2020-05-06
서울특별시 영등포구,"대림로39길 19,삼거리 대림운동장내 축구장 진입로앞",대림3동 778-12 삼거리 대림운동장내 축구장 진입로앞,생활방범,1,,360도 전방면,30,Feb-06,02-2670-4067,37.49978568,126.8954985,2020-05-06
서울특별시 영등포구,"대림로39길 19,삼거리앞",대림3동 778-12 삼거리앞,쓰레기단속,1,,360도 전방면,30,Feb-06,02-2670-4067,37.49961315,126.8956567,2020-05-06
서울특별시 영등포구,"도림로39길 7-2,삼거리앞",대림3동 712-5 삼거리앞,쓰레기단속,1,,360도 전방면,30,Feb-06,02-2670-4067,37.49376621,126.8967951,2020-05-06
서울특별시 영등포구,"도신로 42,대로변앞",대림3동 603-34 대로변앞,쓰레기단속,1,,360도 전방면,30,Feb-06,02-2670-4067,37.50488445,126.897468,2020-05-06
서울특별시 영등포구,대림로29라길 10-2,대림3동 810-42,쓰레기단속,3,,360도 전방면,30,Feb-06,02-2670-4067,37.49472617,126.8954941,2020-05-06
서울특별시 영등포구,"도림로41길 20,사거리앞",대림3동 722-10 사거리앞,쓰레기단속,1,,360도 전방면,30,Feb-06,02-2670-4067,37.49549352,126.8976894,2020-05-06
서울특별시 영등포구,대림로31길 32,대림3동 731-5,쓰레기단속,1,,360도 전방면,30,Feb-06,02-2670-4067,37.49627311,126.8956104,2020-05-06
서울특별시 영등포구,"가마산로46길 9,사거리앞",대림3동 672-6 사거리앞,쓰레기단속,1,,360도 전방면,30,Feb-06,02-2670-4067,37.50146735,126.9007958,2020-05-06
서울특별시 영등포구,도림로 153 남부도로교통사업소 담벼락 앞,대림3동 710-14 서울 남부도로사업소 내 신규폴(파리바게트 대림역점 맞은편),생활방범,1,,360도 전방면,30,Feb-06,02-2670-4067,37.49411813,126.8985484,2020-05-06
서울특별시 영등포구,"도림로33길 9,삼거리앞",대림3동 1052-21 삼거리앞,생활방범,1,,360도 전방면,30,Feb-06,02-2670-4067,37.49347487,126.8959933,2020-05-06
서울특별시 영등포구,"가마산로45길 6,사거리앞",대림3동 668-10 사거리앞,생활방범,1,,360도 전방면,30,Feb-06,02-2670-4067,37.50275891,126.8993755,2020-05-06
서울특별시 영등포구,"대림로34나길 18,사거리앞",대림3동 688-26 사거리앞,생활방범,1,,360도 전방면,30,Feb-06,02-2670-4067,37.50002254,126.8988511,2020-05-06
서울특별시 영등포구,"도림로47길 35-1,사거리앞",대림3동 691 사거리앞,생활방범,2,,360도 전방면,30,Feb-06,02-2670-4067,37.49845701,126.8991464,2020-05-06
서울특별시 영등포구,"가마산로48길 18,삼거리앞",대림3동 674-1 삼거리앞,생활방범,1,,360도 전방면,30,Jan-13,02-2670-4067,37.50154424,126.9016569,2020-05-06
서울특별시 영등포구,"도림로61길 33,사거리앞",대림3동 749-14 사거리앞,생활방범,2,,360도 전방면,30,Jul-13,02-2670-4067,37.49975364,126.9010275,2020-05-06
서울특별시 영등포구,"도림로 197,대로변앞",대림3동 755-2 대로변앞,생활방범,1,,360도 전방면,30,Jun-12,02-2670-4067,37.49685693,126.9028662,2020-05-06
서울특별시 영등포구,"대림로31가길 16,사거리앞",대림3동 727-1 사거리앞,생활방범,2,,360도 전방면,30,Jan-14,02-2670-4067,37.49560958,126.8970478,2020-05-06
서울특별시 영등포구,"도림로 129,대로변앞",대림3동 1050-13 대로변앞,생활방범,4,,360도 전방면,30,Jan-14,02-2670-4067,37.49297165,126.8967767,2020-05-06
서울특별시 영등포구,"대림로29길 43,대림역6번출구 삼거리앞",대림3동 808-26 삼거리앞,생활방범,4,,360도 전방면,30,Mar-15,02-2670-4067,37.49386379,126.8952816,2020-05-06
서울특별시 영등포구,"대림로31길 35,사거리앞",대림3동 1111-1 사거리앞,생활방범,2,,360도 전방면,30,Mar-15,02-2670-4067,37.49582114,126.8951434,2020-05-06
서울특별시 영등포구,"가마산로31길 22,삼거리앞",대림3동 801-17 삼거리앞,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.49990814,126.8938336,2020-05-06
서울특별시 영등포구,"도신로4길 17,삼거리앞",대림3동 783-13 삼거리앞,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.50200708,126.896057,2020-05-06
서울특별시 영등포구,"대림로46길 5,사거리앞",대림3동 652-13 사거리앞,생활방범,2,,360도 전방면,30,Sep-15,02-2670-4067,37.50311908,126.8968779,2020-05-06
서울특별시 영등포구,"대림로40다길 10,사거리앞",대림3동 659-13 사거리앞,생활방범,2,,360도 전방면,30,Sep-15,02-2670-4067,37.50312001,126.8982895,2020-05-06
서울특별시 영등포구,"도신로 37,대로변앞",대림3동 604-180 대로변앞,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.50495687,126.8971625,2020-05-06
서울특별시 영등포구,"대림로31나길 8,코너부근앞",대림3동 732 코너부근앞,생활방범,1,,360도 전방면,30,Sep-16,02-2670-4067,37.49676138,126.8954267,2020-05-06
서울특별시 영등포구,"도신로8가길 7-1,사거리앞",대림3동 605-48 사거리앞,생활방범,1,,360도 전방면,30,Feb-17,02-2670-4067,37.50380878,126.8970687,2020-05-06
서울특별시 영등포구,"대림로31가길 6-1,삼거리앞",대림3동 730-3 삼거리앞,생활방범,1,,360도 전방면,30,Aug-17,02-2670-4067,37.49550513,126.895953,2020-05-06
서울특별시 영등포구,"대림로29길 27,사거리앞",대림3동 804-30 사거리앞,생활방범,7,,360도 전방면,30,Sep-11,02-2670-4067,37.49488818,126.8967917,2020-05-06
서울특별시 영등포구,"도림로55길 9-2,삼거리앞",대림3동 753-30 삼거리앞,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.49735755,126.901936,2020-05-06
서울특별시 영등포구,"도림로37길 5,삼거리앞",대림3동 812-16 삼거리앞,생활방범,1,,360도 전방면,30,Aug-18,02-2670-4067,37.493331,126.8965066,2020-05-06
서울특별시 영등포구,"도림로31길 4-1,삼거리앞",대림3동 1052-38 삼거리앞,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.49274551,126.8956689,2020-05-06
서울특별시 영등포구,도림로39길 21,대림3동 713-7,생활방범,2,,360도 전방면,30,Oct-18,02-2670-4067,37.49457194,126.898111,2020-05-06
서울특별시 영등포구,도림로53길 8,대림3동 755-8,생활방범,1,,360도 전방면,30,Oct-18,02-2670-4067,37.49672381,126.9017409,2020-05-06
서울특별시 영등포구,"도신로 1,대림3동빗물펌프장 정문앞",대림3동 611 대림3동빗물펌프장 정문앞,생활방범,1,,360도 전방면,30,Oct-18,02-2670-4067,37.50285575,126.8938605,2020-05-06
서울특별시 영등포구,가마산로 366-2,대림3동 682-4,생활방범,3,,360도 전방면,30,Oct-18,02-2670-4067,37.50089415,126.8996052,2020-05-06
서울특별시 영등포구,대림로29다길 7-7,대림3동 805-14,생활방범,2,,360도 전방면,30,Oct-18,02-2670-4067,37.4950656,126.89585,2020-05-06
서울특별시 영등포구,대림로44길 5,대림3동 651-4,생활방범,3,,360도 전방면,30,Dec-14,02-2670-4067,37.50246028,126.8973561,2020-05-06
서울특별시 영등포구,"대림동 640-2,대림유수지부근 교차로하부 도림천 보행로","대림3동 640-2,대림유수지부근 교차로하부 도림천 보행로",생활방범,2,,360도 전방면,30,Sep-15,02-2670-4067,37.50327516,126.8934759,2020-05-06
서울특별시 영등포구,도신로10길16,대림3동 604-94,생활방범,3,,360도 전방면,30,Sep-15,02-2670-4067,37.50378732,126.8982158,2020-05-06
서울특별시 영등포구,대림로 33길7,대림3동 738-1,생활방범,5,,360도 전방면,30,Feb-11,02-2670-4067,37.49782398,126.8978623,2020-05-06
서울특별시 영등포구,대림로40길 15,대림3동 662-10,생활방범,4,,360도 전방면,30,Feb-11,02-2670-4067,37.50178584,126.8984186,2020-05-06
서울특별시 영등포구,가마산로46길 18-1,대림3동 676-5,생활방범,3,,360도 전방면,30,Feb-11,02-2670-4067,37.50104251,126.9013902,2020-05-06
서울특별시 영등포구,도림로41길11-6,대림3동 714-7,생활방범,2,,360도 전방면,30,Feb-11,02-2670-4067,37.49473354,126.8974969,2020-05-06
서울특별시 영등포구,도신로10길 6,대림3동 604-37,생활방범,5,,360도 전방면,30,Oct-16,02-2670-4067,37.50445698,126.8979785,2020-05-06
서울특별시 영등포구,도신로8길 17,대림3동 652,생활방범,4,,360도 전방면,30,Jan-06,02-2670-4067,37.50336873,126.8972926,2020-05-06
서울특별시 영등포구,대림로34가길 20,대림3동 688-10,생활방범,2,,360도 전방면,30,Sep-12,02-2670-4067,37.49984752,126.8982777,2020-05-06
서울특별시 영등포구,도신로31(현대4차입구),대림3동 608-1,생활방범,2,,360도 전방면,30,Jan-06,02-2670-4067,37.50585207,126.8944211,2020-05-06
서울특별시 영등포구,도신로10가길 7-1,대림3동 604-43,생활방범,4,,360도 전방면,30,Jan-06,02-2670-4067,37.50403336,126.8976607,2020-05-06
서울특별시 영등포구,대림동715(두암어린이공원 앞 사거리),,생활방범,4,,360도 전방면,30,Jan-06,02-2670-4067,37.49545585,126.897784,2020-05-06
서울특별시 영등포구,대림로43길16,,생활방범,6,,360도 전방면,30,Jan-06,02-2670-4067,37.50147997,126.895073,2020-05-06
서울특별시 영등포구,도림로31길 28(대림역 5번출구 아래),,생활방범,4,,360도 전방면,30,Jan-13,02-2670-4067,37.49489486,126.8948019,2020-05-06
서울특별시 영등포구,"가마산로 382,사거리앞",대림3동 670 사거리앞,생활방범,4,,360도 전방면,30,Jan-06,02-2670-4067,37.5023397,126.900078,2020-05-06
서울특별시 영등포구,"도신로9길 16,큰나무유치원 앞",대림3동 604-122 큰나무유치원 앞,생활방범,2,,360도 전방면,30,Dec-18,02-2670-4067,37.50634795,126.8963176,2020-05-06
서울특별시 영등포구,"도림로47길 24,원지경로당 삼거리앞",대림3동 773-12 원지경로당 삼거리앞,생활방범,3,,360도 전방면,30,Dec-13,02-2670-4067,37.49734979,126.8996278,2020-05-06
서울특별시 영등포구,"도림로61나길 4,삼거리앞",대림3동 749-33 삼거리앞,생활방범,3,,360도 전방면,30,Dec-11,02-2670-4067,37.49870572,126.9018047,2020-05-06
서울특별시 영등포구,"도림로53길 32-3,삼거리앞",대림3동 744-6 삼거리앞,생활방범,3,,360도 전방면,30,Jan-05,02-2670-4067,37.4983381,126.8998832,2020-05-06
서울특별시 영등포구,도신로4길 33,대림3동 782-7,생활방범,2,,360도 전방면,30,Jan-05,02-2670-4067,37.50067997,126.8966069,2020-05-06
서울특별시 영등포구,대림로39길 11,대림3동 779-3,생활방범,2,,360도 전방면,30,Jan-06,02-2670-4067,37.49989261,126.896255,2020-05-06
서울특별시 영등포구,"가마산로32길 5,영남중학교 담벼락 부근",대림3동 776-12,생활방범,2,,360도 전방면,30,Jan-06,02-2670-4067,37.49792455,126.8951889,2020-05-06
서울특별시 영등포구,"도림로 187,우성1차APT 3동 근처 대로변앞",대림3동 762-11,교통단속,3,,360도 전방면,30,Jan-09,02-2670-4067,37.49565545,126.9010636,2020-05-06
서울특별시 영등포구,"도신로12길 2,사거리앞",대림3동 603-36 사거리앞,교통단속,5,,360도 전방면,30,Jan-11,02-2670-4067,37.50523244,126.8979483,2020-05-06
서울특별시 영등포구,가마산로 319,대림3동 778-41,교통단속,3,,360도 전방면,30,Dec-15,02-2670-4067,37.49859678,126.8949986,2020-05-06
서울특별시 영등포구,가마산로 358,대림3동 682-14,교통단속,3,,360도 전방면,30,Jun-09,02-2670-4067,37.50068892,126.8986034,2020-05-06
서울특별시 영등포구,가마산로 332,대림3동 775-1,교통단속,3,,360도 전방면,30,Jun-09,02-2670-4067,37.49905586,126.8963964,2020-05-06
서울특별시 영등포구,대림로 197,대림3동 740-4,교통단속,3,,360도 전방면,30,Jun-09,02-2670-4067,37.4984284,126.898192,2020-05-06
서울특별시 영등포구,"도신로4길 26,사거리앞",대림3동 786-5 사거리앞,교통단속,3,,360도 전방면,30,Sep-11,02-2670-4067,37.50115916,126.8963378,2020-05-06
서울특별시 영등포구,"도신로4길 2,현대2차APT 202동 옆 상가근처 삼거리앞",대림3동 785 현대2차APT 202동 부근 대로변앞,교통단속,3,,360도 전방면,30,Jun-12,02-2670-4067,37.50337598,126.8953939,2020-05-06
서울특별시 영등포구,대림로251,대림3동 784,교통단속,4,,360도 전방면,30,Jan-13,02-2670-4067,37.50257286,126.895811,2020-05-06
서울특별시 영등포구,도림동 23-1 고추말어린이공원1,도림동 23-1 고추말어린이공원1,생활방범,1,,360도 전방면,30,Jul-13,02-2670-4067,37.51189516,126.9073384,2020-05-06
서울특별시 영등포구,"도신로29사길 14,삼거리앞",도림동 130-56 삼거리앞,생활방범,1,,360도 전방면,30,Jun-09,02-2670-4067,37.51042693,126.9060799,2020-05-06
서울특별시 영등포구,도림로113길 22,도림동 183-19,쓰레기단속,1,,360도 전방면,30,Jun-09,02-2670-4067,37.50881806,126.8974418,2020-05-06
서울특별시 영등포구,"도영로7길 12,도림동 주민센터앞",도림동 202-52 도림동 주민센터앞,쓰레기단속,1,,360도 전방면,30,Jun-09,02-2670-4067,37.50954037,126.895745,2020-05-06
서울특별시 영등포구,"도림로113길 2,삼거리앞",도림동 156-9 삼거리앞,쓰레기단속,1,,360도 전방면,30,Jun-09,02-2670-4067,37.50878555,126.899394,2020-05-06
서울특별시 영등포구,"영신로1길 31-1,삼거리앞",도림동 96-4 삼거리앞,쓰레기단속,1,,360도 전방면,30,Jun-09,02-2670-4067,37.51156185,126.9077299,2020-05-06
서울특별시 영등포구,"도림로108길 15,사거리앞",도림동 141-122 사거리앞,쓰레기단속,1,,360도 전방면,30,Jun-09,02-2670-4067,37.50785141,126.9026834,2020-05-06
서울특별시 영등포구,도림로108길 30,도림동 138-48,쓰레기단속,1,,360도 전방면,30,Jun-09,02-2670-4067,37.50854799,126.9043402,2020-05-06
서울특별시 영등포구,"영신로9다길 5-1,고추말어린이공원 입구앞",도림동 23-22 고추말어린이공원 입구앞,쓰레기단속,1,,360도 전방면,30,Jun-09,02-2670-4067,37.5119649,126.9073623,2020-05-06
서울특별시 영등포구,영신로1가길 13,도림동 8-4 삼거리 오르막길계단앞,생활방범,3,,360도 전방면,30,Jan-14,02-2670-4067,37.51168365,126.9086957,2020-05-06
서울특별시 영등포구,"영신로9다길 5-1,고추말어린이공원내 정자앞",도림동 23-1 고추말어린이공원내 정자앞,생활방범,4,,360도 전방면,30,Jan-14,02-2670-4067,37.51144558,126.9070145,2020-05-06
서울특별시 영등포구,도림로 384,도림동 196-3 상승정밀앞,생활방범,2,,360도 전방면,30,Sep-15,02-2670-4067,37.51122578,126.8985023,2020-05-06
서울특별시 영등포구,도신로15다길 27,도림동 231-29,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.50820279,126.8977316,2020-05-06
서울특별시 영등포구,"영신로1길 8-2,삼거리앞",도림동 7-25 삼거리앞,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.5111713,126.9093744,2020-05-06
서울특별시 영등포구,도영로11길 7-2,도림동 205-5,생활방범,1,,360도 전방면,30,Sep-16,02-2670-4067,37.51051146,126.8973525,2020-05-06
서울특별시 영등포구,도신로 91-13,도림동 150-12,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.50728634,126.9016986,2020-05-06
서울특별시 영등포구,"도림로108길 35,삼거리앞",도림동 137-32 삼거리앞,생활방범,3,,360도 전방면,30,Oct-16,02-2670-4067,37.50869032,126.9045813,2020-05-06
서울특별시 영등포구,도림로112길 34-1,도림동 141-18,생활방범,3,,360도 전방면,30,Oct-16,02-2670-4067,37.50949809,126.9039567,2020-05-06
서울특별시 영등포구,도신로 135-7,도림동 80-28,생활방범,3,,360도 전방면,30,Feb-17,02-2670-4067,37.5092071,126.9060532,2020-05-06
서울특별시 영등포구,"도신로19길 5,사거리앞",도림동 251-3 사거리앞,생활방범,3,,360도 전방면,30,Aug-17,02-2670-4067,37.50701289,126.9003768,2020-05-06
서울특별시 영등포구,"도영로11길 28,사거리앞",도림동 289-7 사거리앞,생활방범,3,,360도 전방면,30,Aug-17,02-2670-4067,37.51009657,126.8958041,2020-05-06
서울특별시 영등포구,"도신로33가길 10-1,삼거리앞",도림동 124-2 삼거리앞,생활방범,3,,360도 전방면,30,Aug-17,02-2670-4067,37.51070261,126.9071611,2020-05-06
서울특별시 영등포구,도신로15길 16,도림동 232-14,생활방범,3,,360도 전방면,30,Sep-17,02-2670-4067,37.50673393,126.89804,2020-05-06
서울특별시 영등포구,"도신로15나길 10,현대씨티빌앞",도림동 253-114 현대씨티빌앞,생활방범,3,,360도 전방면,30,Sep-17,02-2670-4067,37.5067294,126.899274,2020-05-06
서울특별시 영등포구,도림로108나길 19,도림동 141-174,생활방범,3,,360도 전방면,30,Sep-17,02-2670-4067,37.50857393,126.9032785,2020-05-06
서울특별시 영등포구,영신로1길 18-1,도림동 37-5,생활방범,3,,360도 전방면,30,Sep-17,02-2670-4067,37.51065636,126.9085645,2020-05-06
서울특별시 영등포구,"도신로29다길 2,사거리앞",도림동 82-18 사거리앞,생활방범,2,,360도 전방면,30,Sep-17,02-2670-4067,37.50967336,126.906825,2020-05-06
서울특별시 영등포구,도신로19길 19-1,도림동 241-25,생활방범,2,,360도 전방면,30,Sep-17,02-2670-4067,37.50809135,126.8996488,2020-05-06
서울특별시 영등포구,도신로33길 4-15,도림동 72-5,생활방범,5,,360도 전방면,30,Sep-17,02-2670-4067,37.51026307,126.9082629,2020-05-06
서울특별시 영등포구,도신로19길 21-13,도림동 237-5,생활방범,4,,360도 전방면,30,Aug-18,02-2670-4067,37.5081142,126.8986588,2020-05-06
서울특별시 영등포구,도영로7가길 10,도림동 205-34,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.50967533,126.8961648,2020-05-06
서울특별시 영등포구,"도영로11길 30,쌍용플레티넘시티 101동 근처 도림보도육교앞","도림동 286-2, 쌍용플레티넘시티 101동 근처 도림보도육교앞",생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.50925256,126.8930403,2020-05-06
서울특별시 영등포구,"도영로11길 30,쌍용플레티넘시티 104동 근처 철길옆 보행자통로앞","도림동 286-2, 쌍용플레티넘시티 104동 근처 철길옆 보행자통로앞",생활방범,2,,360도 전방면,30,Oct-18,02-2670-4067,37.50965737,126.8938793,2020-05-06
서울특별시 영등포구,"도림동 819-2,자이APT 108동~대우미래사랑 102동 사이","도림동 819-2,자이APT 108동~대우미래사랑 102동 사이",생활방범,2,,360도 전방면,30,Oct-18,02-2670-4067,37.51107354,126.9005003,2020-05-06
서울특별시 영등포구,도신로29나길 7,도림동 117-1,생활방범,3,,360도 전방면,30,Oct-18,02-2670-4067,37.51026236,126.9067815,2020-05-06
서울특별시 영등포구,도신로15나길 16,도림동 239-23,생활방범,2,,360도 전방면,30,Nov-18,02-2670-4067,37.50739433,126.8996102,2020-05-06
서울특별시 영등포구,신길로 209,도림동 32-32,생활방범,3,,360도 전방면,30,Sep-15,02-2670-4067,37.5106323,126.9098542,2020-05-06
서울특별시 영등포구,도림로108가길 3,도림동 152-33,생활방범,3,,360도 전방면,30,Oct-16,02-2670-4067,37.5077777,126.9013831,2020-05-06
서울특별시 영등포구,도신로25길 15-5,도림동 153-2,생활방범,4,,360도 전방면,30,Oct-16,02-2670-4067,37.50862609,126.9016445,2020-05-06
서울특별시 영등포구,도신로25길 15,도림동 147-2,생활방범,3,,360도 전방면,30,Jan-06,02-2670-4067,37.50857129,126.9021633,2020-05-06
서울특별시 영등포구,도림로112가길 3,도림동 143-2,생활방범,6,,360도 전방면,30,Jan-06,02-2670-4067,37.50894174,126.9022826,2020-05-06
서울특별시 영등포구,도신로112다길 5-1,신길동 296-34,생활방범,4,,360도 전방면,30,Jan-12,02-2670-4067,37.50890679,126.9030582,2020-05-06
서울특별시 영등포구,도림로112길 30-7,도림동 141-31,생활방범,3,,360도 전방면,30,Feb-17,02-2670-4067,37.50916989,126.9032144,2020-05-06
서울특별시 영등포구,도림로110길 7-12,도림동 253-15,생활방범,2,,360도 전방면,30,Nov-12,02-2670-4067,37.50864911,126.9013073,2020-05-06
서울특별시 영등포구,도신로39길 12-1 통신주 옆,도림동 1-49,생활방범,3,,360도 전방면,30,Nov-12,02-2670-4067,37.51163664,126.9094638,2020-05-06
서울특별시 영등포구,도림로113길 5 소공원 앞,도림동 241-19,생활방범,3,,360도 전방면,30,Nov-12,02-2670-4067,37.50864112,126.8993139,2020-05-06
서울특별시 영등포구,도림동 246-14 세차장앞 버스정류장 인도,도림동 246-14 세차장앞 버스정류장 인도,생활방범,3,,360도 전방면,30,Jul-12,02-2670-4067,37.50721521,126.9011877,2020-05-06
서울특별시 영등포구,영신로1길 46,도림동 1-9,생활방범,3,,360도 전방면,30,Nov-11,02-2670-4067,37.51204214,126.9086971,2020-05-06
서울특별시 영등포구,도림로113길 17,도림동 234-1,생활방범,6,,360도 전방면,30,Nov-11,02-2670-4067,37.50892468,126.8978712,2020-05-06
서울특별시 영등포구,도신로29바길 16,도림동 130-25,생활방범,2,,360도 전방면,30,Nov-11,02-2670-4067,37.51014123,126.9062925,2020-05-06
서울특별시 영등포구,도신로29다길 11,도림동 103-1,생활방범,4,,360도 전방면,30,Dec-13,02-2670-4067,37.51037645,126.9074088,2020-05-06
서울특별시 영등포구,영신로1길 8-14,,생활방범,5,,360도 전방면,30,Dec-13,02-2670-4067,37.51136432,126.9085826,2020-05-06
서울특별시 영등포구,도림로 353,,생활방범,3,,360도 전방면,30,Dec-15,02-2670-4067,37.50856329,126.8999017,2020-05-06
서울특별시 영등포구,영신로9바길 8,,생활방범,5,,360도 전방면,30,Jun-18,02-2670-4067,37.51123052,126.9065312,2020-05-06
서울특별시 영등포구,영신로9다길 11,,생활방범,3,,360도 전방면,30,Jun-18,02-2670-4067,37.51155411,126.9077939,2020-05-06
서울특별시 영등포구,도림로112길 32-9,,생활방범,4,,360도 전방면,30,Dec-15,02-2670-4067,37.50914469,126.9037543,2020-05-06
서울특별시 영등포구,도림로113길 28,,생활방범,4,,360도 전방면,30,Jan-17,02-2670-4067,37.50874636,126.8966228,2020-05-06
서울특별시 영등포구,"도림로112길 6,사거리앞",도림동 154-21 사거리앞,생활방범,4,,360도 전방면,30,Sep-11,02-2670-4067,37.50869525,126.9007379,2020-05-06
서울특별시 영등포구,도림로 379,도림동 187-80,생활방범,4,,360도 전방면,30,Nov-10,02-2670-4067,37.51064116,126.8985143,2020-05-06
