∞¸∏Æ±‚∞¸∏Ì,º“¿Á¡ˆµµ∑Œ∏Ì¡÷º“,º“¿Á¡ˆ¡ˆπ¯¡÷º“,º≥ƒ°∏Ò¿˚±∏∫–,ƒ´∏ﬁ∂Û¥Îºˆ,ƒ´∏ﬁ∂Û»≠º“ºˆ,√‘øµπÊ∏È¡§∫∏,∫∏∞¸¿œºˆ,º≥ƒ°≥‚ø˘,∞¸∏Æ±‚∞¸¿¸»≠π¯»£,¿ßµµ,∞Êµµ,µ•¿Ã≈Õ±‚¡ÿ¿œ¿⁄
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ∑Œ46±Ê 44-17,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ2µø 256-58,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.6008434,127.064562,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ 434,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ2µø 64-2,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5991838,127.067819,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ58±Ê 75-7,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ2µø 63-9,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.6002459,127.069665,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ63±Ê 5,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ2µø 219-9,æÓ∏∞¿Ã∫∏»£,3,200,,,Dec-13,02-2127-4091,37.6043516,127.066708,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ∑Œ42±Ê 5,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 255-174,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.6009208,127.062584,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ Ω≈¿ÃπÆ∑Œ6±Ê 10,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 256-264,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.6024336,127.062912,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ∑Œ46±Ê 28,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ2µø 256-114,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-16,02-2127-4091,37.60167287,127.0637164,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ Ω≈¿ÃπÆ∑Œ12±Ê 67-9,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 169-24,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.6010584,127.066875,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ∑Œ42±Ê 26,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 256-127,ª˝»∞πÊπ¸,3,200,,,Jul-12,02-2127-4091,37.6008238,127.063483,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ Ω≈¿ÃπÆ∑Œ12±Ê 44,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 165-58,ª˝»∞πÊπ¸,3,200,,,Oct-16,02-2127-4091,37.60191029,127.0661485,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ Ω≈¿ÃπÆ∑Œ24∞°±Ê 7-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 237-48,ª˝»∞πÊπ¸,3,200,,,Dec-17,02-2127-4091,37.6025246,127.066406,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ Ω≈¿ÃπÆ∑Œ18±Ê 63,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 163-1,ª˝»∞πÊπ¸,3,200,,,Dec-18,02-2127-4091,37.599982,127.065355,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ø‹¥Îø™µø∑Œ35±Ê 15,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 174-35,ª˝»∞πÊπ¸,4,200,,,Dec-18,02-2127-4091,37.599819,127.067106,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆ∑Œ51±Ê 25,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 255-412,ª˝»∞πÊπ¸,3,200,,,Dec-18,02-2127-4091,37.603808,127.061448,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ58±Ê 181,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 427,ª˝»∞πÊπ¸,3,200,,,Dec-19,02-2127-4091,37.60431342,127.0704942,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ Ω≈¿ÃπÆ∑Œ28±Ê 14-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 220-309,ª˝»∞πÊπ¸,2,200,,,Dec-19,02-2127-4091,37.602304,127.067013,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ Ω≈¿ÃπÆ∑Œ22±Ê 53-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿ÃπÆµø 170-87,ª˝»∞πÊπ¸,2,200,,,Dec-19,02-2127-4091,37.600515,127.065872,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 385-1,ª˝»∞πÊπ¸,3,200,,,Jan-06,02-2127-4091,37.5715269,127.069412,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 393-5,ª˝»∞πÊπ¸,3,200,,,Jan-06,02-2127-4091,37.5682372,127.067355,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ2±Ê 85,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 457-7,ª˝»∞πÊπ¸,3,200,,,Jan-06,02-2127-4091,37.5615388,127.070442,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ 6,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 464-1,ª˝»∞πÊπ¸,3,200,,,Jan-06,02-2127-4091,37.5622086,127.0650975,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ85±Ê 56,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 447-7,ª˝»∞πÊπ¸,3,200,,,Jan-07,02-2127-4091,37.564096,127.067368,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ91±Ê 62,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 433-1,ª˝»∞πÊπ¸,3,200,,,Jan-07,02-2127-4091,37.56435911,127.0701108,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ 119,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 371-5,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.57100353,127.0708273,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ23±Ê 11-11,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 372-6,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.57010111,127.0696018,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ17±Ê 8,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 374-4,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.56775041,127.0678841,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 378-6,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.56687901,127.0673371,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ77±Ê 62,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 404-13,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-08,02-2127-4091,37.5644716,127.0623264,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ 51,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 429-3,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5655658,127.067197,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ83±Ê 46,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 431-1,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5642378,127.065597,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ 60,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 361-1,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5664528,127.068106,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ16±Ê 16,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 362-3,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5667675,127.069162,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ 76,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 363-1,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5676236,127.068905,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 413-3,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.56304711,127.0597418,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ 34,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 434,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5638927,127.066417,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ85±Ê 28,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 460-2,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5631019,127.066691,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ2±Ê 41,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 459-3,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5619595,127.067426,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ 85,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 374-1,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5687384,127.069274,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 432-1,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5631026,127.065505,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 190-65,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.5679578,127.063455,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ6∞°±Ê 3,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 239-31,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-09,02-2127-4091,37.564065,127.060178,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ87±Ê 48,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 445-8,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.5637654,127.068437,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¥‰Ω ∏Æ∑Œ66±Ê 30,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 169-1,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.571431,127.067816,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ6±Ê 36,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 409-8,æÓ∏∞¿Ã∫∏»£,4,200,,,Jan-10,02-2127-4091,37.56339091,127.0613465,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ14±Ê 61,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 353-1,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-10,02-2127-4091,37.5653809,127.0720337,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∆Ú26¥Ÿ±Ê 115-5,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 349-7,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-10,02-2127-4091,37.5664823,127.071567,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ18±Ê 14-9,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 189-16,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.56857225,127.0644267,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ24±Ê 47-2,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 391-22,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.5697305,127.067597,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ2±Ê 78,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 415-6,ª˝»∞πÊπ¸,4,200,,,Jan-10,02-2127-4091,37.562471,127.063009,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ8±Ê 84,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 455-3,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-10,02-2127-4091,37.5627885,127.071139,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ97±Ê 61,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 575,ª˝»∞πÊπ¸,4,200,,,Dec-17,02-2127-4091,37.563734,127.071703,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ26±Ê 12-13,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 153-25,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.57128181,127.0663834,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ5∞°±Ê 27,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 215-27,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.56682223,127.0641338,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ14±Ê 58,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 353-1,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.5655659,127.070921,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¥‰Ω ∏Æ∑Œ66±Ê 3,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 388,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5723901,127.068465,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¥‰Ω ∏Æ∑Œ 320-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 333-1,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5719171,127.075919,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √µ»£¥Î∑Œ89±Ê 58,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 444-7,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5640712,127.069332,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¥‰Ω ∏Æ∑Œ66±Ê 75-4,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 393-2,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5691947,127.067081,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ18±Ê 82-14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 354-1,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5678779,127.073082,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ24±Ê 21,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 168-43,ª˝»∞πÊπ¸,3,200,,,Jul-12,02-2127-4091,37.5704475,127.066307,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ36±Ê 23-8,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 318-17,ª˝»∞πÊπ¸,3,200,,,Jul-12,02-2127-4091,37.57817598,127.0736346,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ24±Ê 40,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 338-1,æÓ∏∞¿Ã∫∏»£,3,200,,,Sep-14,02-2127-4091,37.5701868,127.072864,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ10±Ê 55,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 192-3,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.5668608,127.0636924,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ 72-49,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 190-40,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.56846208,127.0640559,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ5±Ê 45,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»1µø 403-5,æÓ∏∞¿Ã∫∏»£,2,200,,,Jan-16,02-2127-4091,37.56521172,127.0640843,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ6±Ê 10,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 433-15,ª˝»∞πÊπ¸,4,200,,,Oct-16,02-2127-4091,37.56357712,127.0668715,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Â«—∑Œ10±Ê 9,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 436-3,ª˝»∞πÊπ¸,4,200,,,Oct-16,02-2127-4091,37.565233,127.0679266,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ26±Ê 43,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 389-4,æÓ∏∞¿Ã∫∏»£,4,200,,,Oct-16,02-2127-4091,37.571103,127.068456,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¥‰Ω ∏Æ∑Œ66±Ê 105,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 395-1,ª˝»∞πÊπ¸,4,200,,,Jul-18,02-2127-4091,37.5682726,127.0658915,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ «—√µ∑Œ22±Ê 7,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¿Âæ»µø 164-1,ª˝»∞πÊπ¸,3,200,,,Jul-18,02-2127-4091,37.5700151,127.0654355,2020/04/01
