∞¸∏Æ±‚∞¸∏Ì,º“¿Á¡ˆµµ∑Œ∏Ì¡÷º“,º“¿Á¡ˆ¡ˆπ¯¡÷º“,º≥ƒ°∏Ò¿˚±∏∫–,ƒ´∏ﬁ∂Û¥Îºˆ,ƒ´∏ﬁ∂Û»≠º“ºˆ,√‘øµπÊ∏È¡§∫∏,∫∏∞¸¿œºˆ,º≥ƒ°≥‚ø˘,∞¸∏Æ±‚∞¸¿¸»≠π¯»£,¿ßµµ,∞Êµµ,µ•¿Ã≈Õ±‚¡ÿ¿œ¿⁄
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ77±Ê 86,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 375-49,ª˝»∞πÊπ¸,4,200,0,30,Feb-13,02-2094-0284,37.5755003,127.0814319,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ27¥Ÿ±Ê 18,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 381-41,ª˝»∞πÊπ¸,3,200,0,30,Feb-13,02-2094-0284,37.57394968,127.0829947,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 379-6,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 379-6,ª˝»∞πÊπ¸,4,200,0,30,Feb-13,02-2094-0284,37.57517046,127.0846351,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ24±Ê 10,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 392-37,ª˝»∞πÊπ¸,3,200,0,30,Feb-13,02-2094-0284,37.57284399,127.0847776,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ36±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 1343-39,ª˝»∞πÊπ¸,1,200,0,30,Feb-13,02-2094-0284,37.57090378,127.0869064,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ21±Ê 47,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 383-31,ª˝»∞πÊπ¸,1,200,0,30,Feb-13,02-2094-0284,37.57245643,127.0810189,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ81±Ê 62,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 390-1,ª˝»∞πÊπ¸,4,200,0,30,Feb-13,02-2094-0284,37.57412796,127.0841868,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ29±Ê 42,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 349-11,ª˝»∞πÊπ¸,1,200,0,30,Sep-13,02-2094-0284,37.57572283,127.0833332,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ77±Ê 28-26,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 389-33,ª˝»∞πÊπ¸,1,200,0,30,Sep-13,02-2094-0284,37.57294817,127.0826759,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ77±Ê 76-30,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 377-54,ª˝»∞πÊπ¸,3,200,0,30,Sep-13,02-2094-0284,37.57519401,127.0823473,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ34±Ê 10,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 367-1,ª˝»∞πÊπ¸,1,200,0,30,Sep-13,02-2094-0284,37.57679184,127.086513,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ29±Ê 31,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 374-1,ª˝»∞πÊπ¸,4,200,0,30,Feb-15,02-2094-0284,37.57574463,127.0839996,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ28±Ê,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 1381,ª˝»∞πÊπ¸,4,200,0,30,Mar-09,02-2094-0284,37.57427979,127.0869446,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ45±Ê 4,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 583-28,ª˝»∞πÊπ¸,1,200,0,30,Aug-14,02-2094-0284,37.57525918,127.0880282,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ 375-3,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 399-46,ª˝»∞πÊπ¸,1,200,0,30,Feb-15,02-2094-0284,37.57154846,127.0822678,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ 250,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 1382,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.57382584,127.0869904,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ 405,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 393-121,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.57107925,127.0854185,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ75±Ê 36,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 383-48,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.57329559,127.0810165,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ23±Ê 23,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 385-1,ª˝»∞πÊπ¸,4,200,0,30,Dec-16,02-2094-0284,37.57342911,127.0830917,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ30±Ê 6,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 371-103,ª˝»∞πÊπ¸,2,200,0,30,Dec-16,02-2094-0284,37.57582474,127.0861664,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ87 6,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 393-99,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.57120895,127.085228,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ30≥™±Ê 19,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò4µø 583-4,ª˝»∞πÊπ¸,3,200,0,30,Dec-17,02-2094-0284,37.57661057,127.0878296,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ18±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 152-19,ª˝»∞πÊπ¸,3,200,0,30,Jan-08,02-2094-0284,37.58614705,127.0807851,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ96±Ê 40,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 157-29,ª˝»∞πÊπ¸,3,200,0,30,Jan-08,02-2094-0284,37.58470711,127.0820631,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ95±Ê 29,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 173-1,ª˝»∞πÊπ¸,1,200,0,30,Jan-08,02-2094-0284,37.58453208,127.078232,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ2±Ê 59,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 173-96,ª˝»∞πÊπ¸,3,200,0,30,Aug-08,02-2094-0284,37.58322978,127.0772398,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ24±Ê 33,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 153-6,ª˝»∞πÊπ¸,4,200,0,30,Sep-09,02-2094-0284,37.58558822,127.0820251,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ26±Ê 11,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 155-43,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.58611298,127.0828476,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ªÁ∞°¡§∑Œ31±Ê 58,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 160-15,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.58404922,127.080658,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ91∞°±Ê 1,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 172-68,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.58300781,127.078804,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ10±Ê 7,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 175-13,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.58573711,127.0784032,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ24±Ê 9,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 149-12,ª˝»∞πÊπ¸,5,200,0,30,Feb-13,02-2094-0284,37.58654022,127.0821609,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 160-23,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 160-23,ª˝»∞πÊπ¸,1,200,0,30,Feb-13,02-2094-0284,37.58348669,127.081257,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ95±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 172-6,ª˝»∞πÊπ¸,4,200,0,30,Feb-13,02-2094-0284,37.58480156,127.0789245,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 173-72,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 173-72,ª˝»∞πÊπ¸,1,200,0,30,Feb-13,02-2094-0284,37.58428142,127.0775681,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ91±Ê 6-18,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 172-103,ª˝»∞πÊπ¸,1,200,0,30,Feb-13,02-2094-0284,37.58372902,127.079254,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ28±Ê 140,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 1506-5,ª˝»∞πÊπ¸,1,200,0,30,Feb-13,02-2094-0284,37.58740234,127.0836639,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ªÁ∞°¡§∑Œ39±Ê 55,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 156-4,ª˝»∞πÊπ¸,1,200,0,30,Feb-13,02-2094-0284,37.58363342,127.0833817,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ95≥™±Ê 12-42,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 173-140,ª˝»∞πÊπ¸,1,200,0,30,Sep-13,02-2094-0284,37.58430862,127.0767365,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ96±Ê 55,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 155-22,ª˝»∞πÊπ¸,3,200,0,30,Sep-13,02-2094-0284,37.58478928,127.0831451,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ26±Ê 32,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 154-18,ª˝»∞πÊπ¸,1,200,0,30,Sep-13,02-2094-0284,37.58528519,127.082756,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ95±Ê 62,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 194-59,ª˝»∞πÊπ¸,1,200,0,30,Aug-14,02-2094-0284,37.58454251,127.0760875,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ10±Ê 5,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 172-30,ª˝»∞πÊπ¸,3,200,0,30,Aug-14,02-2094-0284,37.58382386,127.0783195,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ96∞°±Ê 14,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 160-11,ª˝»∞πÊπ¸,1,200,0,30,Aug-14,02-2094-0284,37.58419037,127.081337,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò√µ∑Œ19±Ê 22,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 149-34,ª˝»∞πÊπ¸,1,200,0,30,Aug-14,02-2094-0284,37.58657837,127.0825272,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ28±Ê 42,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 155-23,ª˝»∞πÊπ¸,3,200,0,30,Aug-14,02-2094-0284,37.58547211,127.0833359,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ªÁ∞°¡§∑Œ39±Ê 69,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 156-3,ª˝»∞πÊπ¸,1,200,0,30,Aug-14,02-2094-0284,37.58416886,127.0826985,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ95∞°±Ê 10,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 175-65,ª˝»∞πÊπ¸,3,200,0,30,Aug-14,02-2094-0284,37.58543015,127.0790405,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ 625,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 175-109,ª˝»∞πÊπ¸,2,200,0,30,Feb-15,02-2094-0284,37.5862236,127.0797348,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ2±Ê 99,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 171-31,ª˝»∞πÊπ¸,1,200,0,30,Feb-15,02-2094-0284,37.58182606,127.0783485,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ22±Ê 31,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 153-50,ª˝»∞πÊπ¸,1,200,0,30,Dec-15,02-2094-0284,37.58543396,127.0813904,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∞‚¿Á∑Œ22±Ê 21-5,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 153-51,ª˝»∞πÊπ¸,2,200,0,30,Dec-16,02-2094-0284,37.58586206,127.0816007,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ µø¿œ∑Œ96±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 152-57,ª˝»∞πÊπ¸,3,200,0,30,Dec-16,02-2094-0284,37.58478546,127.0806503,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 1031-41,ª˝»∞πÊπ¸,1,200,0,30,Oct-16,02-2094-0284,37.5857048,127.0751724,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò5µø 1031-41,ª˝»∞πÊπ¸,1,200,0,30,Oct-16,02-2094-0284,37.58552551,127.0752945,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ 309,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 528,ª˝»∞πÊπ¸,1,200,0,30,Jan-08,02-2094-0284,37.58001626,127.092133,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ40±Ê 41,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 582-10,ª˝»∞πÊπ¸,5,200,0,30,Jan-08,02-2094-0284,37.57815205,127.0891996,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò∑Œ33±Ê 90,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 345-12,ª˝»∞πÊπ¸,2,200,0,30,Aug-08,02-2094-0284,37.57641501,127.0807265,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ªÁ∞°¡§∑Œ54±Ê 57,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 624-7,ª˝»∞πÊπ¸,2,200,0,30,Mar-09,02-2094-0284,37.57857132,127.0870285,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ¥‰Ω ∏Æ∑Œ77±Ê 130,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 339-41,ª˝»∞πÊπ¸,1,200,0,30,Sep-09,02-2094-0284,37.5775121,127.0811765,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ªÁ∞°¡§∑Œ42±Ê 41,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 657-55,ª˝»∞πÊπ¸,5,200,0,30,Sep-09,02-2094-0284,37.57923435,127.0832424,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ60∞°±Ê 8-17,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 527,ª˝»∞πÊπ¸,1,200,0,30,Sep-09,02-2094-0284,37.57857513,127.0942383,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ60∞°±Ê 14,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 527-100,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.57856369,127.0933075,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ52±Ê 13,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 532-102,ª˝»∞πÊπ¸,1,200,0,30,Mar-10,02-2094-0284,37.57828522,127.0918808,2020/05/06
º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏√ª,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ øÎ∏∂ªÍ∑Œ53±Ê 11,º≠øÔ∆Ø∫∞Ω√ ¡ﬂ∂˚±∏ ∏È∏Ò7µø 578-5,ª˝»∞πÊπ¸,2,200,0,30,Mar-10,02-2094-0284,37.57919107,127.0906856,2020/05/06
